sequence_id,game_id,trial_num,trial_name,condition,agent_type,agent_start_position,tree_positions,tree_rewards,tree_visibility,rows,cols,total_steps,berries_needed,agent_path_num_trees,agent_path_tree_positions,agent_path_tree_rewards,agent_path_tree_visibility,agent_path_reward,agent_path_succeeded,trait_counterfactual_slider,environment_counterfactual_slider,trait_causal_slider,environment_causal_slider,causal_selection_slider,observe_time_spent,evaluate_time_spent,judgment_sequence_time_spent
2869-60f874d7-2571-4b3f-a950-13673dca8dc4,0219-b4330982-2196-4772-96fb-e12405ff8a83,6,trial_894,environment_causal,optimist,"[10, 10]","[[5, 8], [7, 8], [7, 2], [9, 8], [10, 6], [5, 10], [5, 6], [9, 9], [6, 10], [8, 8]]","[2, 8, 4, 4, 6, 7, 6, 1, 2, 1]","[1, 1, 0, 1, 1, 0, 1, 1, 0, 1]",10,10,10,20,7,"[[9, 9], [9, 8], [8, 8], [7, 8], [5, 8], [5, 10], [6, 10]]","[1, 4, 1, 8, 2, 7, 2]","[1, 1, 1, 1, 1, 0, 0]",25,True,,,,73.0,,10317.0,10008.0,20326.0
9799-3b69aaa7-a2f2-4c89-be5c-80da097d5b72,0219-b4330982-2196-4772-96fb-e12405ff8a83,7,trial_629,environment_causal,optimist,"[1, 1]","[[6, 9], [3, 8], [2, 4], [1, 6], [10, 3], [9, 1], [4, 8], [5, 2], [7, 2], [6, 1]]","[7, 9, 3, 5, 5, 7, 6, 9, 4, 7]","[1, 0, 1, 1, 1, 1, 0, 0, 1, 0]",10,10,10,20,3,"[[5, 2], [6, 1], [9, 1]]","[9, 7, 7]","[0, 0, 1]",23,True,,,,82.0,,8719.0,8257.0,16977.0
3615-e6556cfe-79cf-4f8b-958c-1ee86058e53f,0219-b4330982-2196-4772-96fb-e12405ff8a83,8,trial_453,environment_causal,optimist,"[1, 1]","[[3, 6], [1, 7], [1, 2], [9, 4], [6, 5], [6, 6], [2, 3], [10, 1], [5, 7], [10, 6]]","[8, 6, 3, 7, 9, 3, 4, 7, 8, 8]","[1, 0, 1, 1, 1, 0, 0, 0, 1, 1]",10,10,10,20,4,"[[1, 2], [2, 3], [6, 5], [6, 6]]","[3, 4, 9, 3]","[1, 0, 1, 0]",19,False,,,,39.0,,9120.0,6326.0,15448.0
1735-cf1349c8-bd23-4248-aef2-d5871fe1a3a1,0219-b4330982-2196-4772-96fb-e12405ff8a83,9,trial_553,environment_causal,optimist,"[10, 10]","[[3, 8], [4, 10], [3, 1], [9, 3], [6, 4], [5, 7], [8, 8], [10, 9], [6, 9], [4, 4]]","[7, 4, 6, 6, 1, 6, 8, 8, 5, 9]","[1, 0, 1, 0, 1, 1, 1, 1, 0, 1]",10,10,10,20,4,"[[10, 9], [8, 8], [6, 9], [4, 10]]","[8, 8, 5, 4]","[1, 1, 0, 0]",25,True,,,,72.0,,9127.0,4641.0,13769.0
2448-e929e010-5d2d-4b98-8c17-9ce6aaa55f08,0219-b4330982-2196-4772-96fb-e12405ff8a83,10,trial_920,environment_causal,optimist,"[1, 1]","[[1, 5], [2, 3], [9, 9], [3, 7], [5, 6], [9, 3], [9, 10], [2, 10], [10, 9], [1, 9]]","[5, 7, 4, 6, 3, 2, 9, 8, 2, 7]","[1, 1, 1, 1, 1, 1, 1, 0, 0, 1]",10,10,10,20,3,"[[1, 5], [1, 9], [2, 10]]","[5, 7, 8]","[1, 1, 0]",20,True,,,,50.0,,8715.0,6289.0,15005.0
1834-8a08e824-90fd-4afb-9f51-2fa361f44a2e,0219-b4330982-2196-4772-96fb-e12405ff8a83,11,trial_13_v2,environment_causal,optimist,"[10, 10]","[[7, 5], [5, 3], [4, 3], [9, 10], [1, 9], [1, 10], [6, 4], [1, 6], [1, 3], [5, 9]]","[4, 1, 1, 7, 7, 9, 3, 8, 9, 5]","[1, 1, 0, 0, 1, 0, 1, 1, 1, 1]",10,10,10,20,3,"[[9, 10], [1, 10], [1, 9]]","[7, 9, 7]","[0, 0, 1]",23,True,,,,29.0,,8709.0,4923.0,13634.0
7661-bbbdf97d-92cc-4bde-976e-1f5ab76efa17,0219-b4330982-2196-4772-96fb-e12405ff8a83,12,trial_269,environment_causal,pessimist,"[1, 1]","[[3, 4], [2, 5], [9, 1], [3, 9], [10, 9], [5, 1], [5, 10], [3, 7], [5, 4], [6, 7]]","[4, 7, 2, 8, 4, 6, 9, 7, 3, 3]","[1, 0, 0, 1, 1, 0, 0, 1, 1, 1]",10,10,10,20,3,"[[3, 4], [3, 7], [3, 9]]","[4, 7, 8]","[1, 1, 1]",19,False,,,,33.0,,8734.0,9842.0,18578.0
0929-07d8a209-c1a7-4673-bb6c-9c6197d48565,0219-b4330982-2196-4772-96fb-e12405ff8a83,13,trial_318,environment_causal,optimist,"[10, 10]","[[1, 9], [9, 10], [3, 10], [9, 2], [2, 2], [8, 9], [2, 6], [9, 1], [3, 3], [6, 3]]","[9, 8, 4, 9, 6, 2, 8, 1, 4, 7]","[1, 1, 1, 1, 1, 0, 1, 1, 1, 1]",10,10,10,20,3,"[[9, 10], [8, 9], [1, 9]]","[8, 2, 9]","[1, 0, 1]",19,False,,,,48.0,,8716.0,16221.0,24939.0
6163-d291b145-d8cc-4b5e-bc27-b97d84781738,0219-b4330982-2196-4772-96fb-e12405ff8a83,14,trial_825,environment_causal,optimist,"[10, 10]","[[10, 4], [3, 1], [10, 7], [3, 5], [7, 4], [1, 6], [1, 10], [5, 4], [2, 10], [6, 7]]","[5, 8, 7, 7, 4, 2, 7, 8, 8, 3]","[0, 1, 1, 1, 1, 0, 0, 1, 1, 1]",10,10,10,20,3,"[[10, 7], [10, 4], [7, 4]]","[7, 5, 4]","[1, 0, 1]",16,False,,,,38.0,,8258.0,8429.0,16690.0
3494-20b28e00-bbc7-41a9-851e-573f4df6e9ef,0219-b4330982-2196-4772-96fb-e12405ff8a83,15,trial_863,environment_causal,optimist,"[1, 1]","[[4, 8], [2, 6], [9, 7], [10, 2], [3, 10], [6, 7], [6, 5], [7, 5], [3, 6], [5, 2]]","[6, 8, 1, 7, 2, 9, 1, 8, 1, 7]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 0]",10,10,10,20,3,"[[5, 2], [6, 5], [7, 5]]","[7, 1, 8]","[0, 1, 1]",16,False,,,,27.0,,8697.0,6550.0,15250.0
1436-f3f8bc55-482c-4bd5-9703-19df0fa5241c,0219-b4330982-2196-4772-96fb-e12405ff8a83,16,trial_82,environment_causal,pessimist,"[1, 1]","[[2, 7], [4, 8], [3, 6], [1, 8], [5, 4], [1, 3], [9, 7], [8, 2], [8, 4], [7, 3]]","[1, 2, 6, 7, 7, 5, 8, 7, 3, 8]","[1, 0, 1, 1, 1, 0, 0, 0, 0, 1]",10,10,10,20,3,"[[1, 3], [5, 4], [7, 3]]","[5, 7, 8]","[0, 1, 1]",20,True,,,,72.0,,8710.0,4912.0,13624.0
4442-45917abc-eccb-4df4-8bd2-33d305cec567,0219-b4330982-2196-4772-96fb-e12405ff8a83,17,trial_528,environment_causal,pessimist,"[1, 1]","[[5, 4], [6, 3], [8, 2], [10, 6], [8, 1], [7, 10], [7, 3], [10, 4], [6, 10], [4, 7]]","[7, 5, 4, 6, 8, 7, 9, 4, 6, 4]","[1, 1, 0, 1, 0, 1, 1, 1, 0, 0]",10,10,10,20,3,"[[5, 4], [6, 3], [7, 3]]","[7, 5, 9]","[1, 1, 1]",21,True,,,,75.0,,8712.0,5038.0,13752.0
0340-1c5b7a7c-2b22-4609-999c-866c8c00c4b6,0219-b4330982-2196-4772-96fb-e12405ff8a83,18,trial_374,environment_causal,optimist,"[1, 1]","[[8, 2], [3, 5], [1, 5], [9, 9], [5, 6], [5, 3], [10, 8], [6, 4], [8, 3], [4, 10]]","[3, 8, 4, 4, 2, 3, 3, 4, 6, 3]","[0, 1, 1, 1, 1, 0, 0, 1, 0, 1]",10,10,10,20,3,"[[5, 3], [8, 3], [8, 2]]","[3, 6, 3]","[0, 0, 0]",12,False,,,,32.0,,8713.0,7774.0,16490.0
8527-0e2d14ca-f767-47f4-8240-f44980e3b64d,0219-b4330982-2196-4772-96fb-e12405ff8a83,19,trial_556,environment_causal,pessimist,"[1, 1]","[[5, 9], [8, 6], [4, 8], [9, 8], [10, 2], [7, 8], [3, 5], [4, 1], [2, 8], [7, 1]]","[6, 3, 3, 5, 5, 2, 4, 2, 6, 2]","[1, 1, 1, 1, 0, 0, 1, 0, 1, 0]",10,10,10,20,2,"[[3, 5], [2, 8]]","[4, 6]","[1, 1]",10,False,,,,46.0,,8300.0,5204.0,13507.0
2877-f4e95c80-51e0-43fd-8c69-e8c3564ce92d,0351-abd8415e-0f2a-43b2-9332-d6f66b025a62,0,trial_453,environment_counterfactual,optimist,"[1, 1]","[[3, 6], [1, 7], [1, 2], [9, 4], [6, 5], [6, 6], [2, 3], [10, 1], [5, 7], [10, 6]]","[8, 6, 3, 7, 9, 3, 4, 7, 8, 8]","[1, 0, 1, 1, 1, 0, 0, 0, 1, 1]",10,10,10,20,4,"[[1, 2], [2, 3], [6, 5], [6, 6]]","[3, 4, 9, 3]","[1, 0, 1, 0]",19,False,,76.0,,,,9216.0,10707.0,19927.0
3180-cb709307-c4c5-4055-86b9-c5ddf08752ab,0351-abd8415e-0f2a-43b2-9332-d6f66b025a62,1,trial_989,environment_counterfactual,pessimist,"[1, 1]","[[2, 9], [8, 9], [8, 10], [4, 8], [5, 7], [8, 6], [7, 4], [1, 6], [1, 10], [2, 10]]","[1, 2, 4, 9, 7, 8, 3, 7, 5, 9]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 1]",10,10,10,20,3,"[[1, 6], [1, 10], [2, 10]]","[7, 5, 9]","[0, 1, 1]",21,True,,36.0,,,,8724.0,9152.0,17879.0
9157-aaeaf9e1-ede1-4a22-94f1-06844d54aec2,0351-abd8415e-0f2a-43b2-9332-d6f66b025a62,2,trial_863,environment_counterfactual,optimist,"[1, 1]","[[4, 8], [2, 6], [9, 7], [10, 2], [3, 10], [6, 7], [6, 5], [7, 5], [3, 6], [5, 2]]","[6, 8, 1, 7, 2, 9, 1, 8, 1, 7]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 0]",10,10,10,20,3,"[[5, 2], [6, 5], [7, 5]]","[7, 1, 8]","[0, 1, 1]",16,False,,37.0,,,,8744.0,7720.0,16465.0
1249-d674a04c-b947-4c0b-838f-1874e24b4774,0351-abd8415e-0f2a-43b2-9332-d6f66b025a62,3,trial_859,environment_counterfactual,pessimist,"[1, 1]","[[9, 5], [8, 1], [1, 2], [2, 8], [2, 7], [6, 10], [8, 5], [5, 7], [10, 9], [6, 8]]","[4, 5, 6, 8, 1, 1, 4, 7, 9, 6]","[1, 1, 1, 1, 1, 0, 1, 1, 0, 1]",10,10,10,20,3,"[[1, 2], [2, 7], [2, 8]]","[6, 1, 8]","[1, 1, 1]",15,False,,73.0,,,,7826.0,8597.0,16427.0
1945-5e45c7b4-1c3a-4da6-984d-329d995dec0c,0351-abd8415e-0f2a-43b2-9332-d6f66b025a62,4,trial_894,environment_counterfactual,optimist,"[10, 10]","[[5, 8], [7, 8], [7, 2], [9, 8], [10, 6], [5, 10], [5, 6], [9, 9], [6, 10], [8, 8]]","[2, 8, 4, 4, 6, 7, 6, 1, 2, 1]","[1, 1, 0, 1, 1, 0, 1, 1, 0, 1]",10,10,10,20,7,"[[9, 9], [9, 8], [8, 8], [7, 8], [5, 8], [5, 10], [6, 10]]","[1, 4, 1, 8, 2, 7, 2]","[1, 1, 1, 1, 1, 0, 0]",25,True,,100.0,,,,10727.0,9163.0,19893.0
5483-cb126abf-e733-49b7-ae7e-d1030748be76,0351-abd8415e-0f2a-43b2-9332-d6f66b025a62,5,trial_920,environment_counterfactual,optimist,"[1, 1]","[[1, 5], [2, 3], [9, 9], [3, 7], [5, 6], [9, 3], [9, 10], [2, 10], [10, 9], [1, 9]]","[5, 7, 4, 6, 3, 2, 9, 8, 2, 7]","[1, 1, 1, 1, 1, 1, 1, 0, 0, 1]",10,10,10,20,3,"[[1, 5], [1, 9], [2, 10]]","[5, 7, 8]","[1, 1, 0]",20,True,,43.0,,,,8744.0,9339.0,18087.0
9582-fb88cd00-30fd-4990-b4a4-e412e7929572,0351-abd8415e-0f2a-43b2-9332-d6f66b025a62,6,trial_629,environment_counterfactual,optimist,"[1, 1]","[[6, 9], [3, 8], [2, 4], [1, 6], [10, 3], [9, 1], [4, 8], [5, 2], [7, 2], [6, 1]]","[7, 9, 3, 5, 5, 7, 6, 9, 4, 7]","[1, 0, 1, 1, 1, 1, 0, 0, 1, 0]",10,10,10,20,3,"[[5, 2], [6, 1], [9, 1]]","[9, 7, 7]","[0, 0, 1]",23,True,,74.0,,,,9006.0,8762.0,17770.0
2865-231af25e-e24b-46fd-87e4-56bf35cdc177,0351-abd8415e-0f2a-43b2-9332-d6f66b025a62,7,trial_318,environment_counterfactual,optimist,"[10, 10]","[[1, 9], [9, 10], [3, 10], [9, 2], [2, 2], [8, 9], [2, 6], [9, 1], [3, 3], [6, 3]]","[9, 8, 4, 9, 6, 2, 8, 1, 4, 7]","[1, 1, 1, 1, 1, 0, 1, 1, 1, 1]",10,10,10,20,3,"[[9, 10], [8, 9], [1, 9]]","[8, 2, 9]","[1, 0, 1]",19,False,,78.0,,,,8724.0,9243.0,17968.0
4051-3ff99ede-8132-4a32-8872-f3ced51c5b69,0351-abd8415e-0f2a-43b2-9332-d6f66b025a62,8,trial_740,environment_counterfactual,pessimist,"[1, 1]","[[7, 5], [7, 1], [3, 5], [8, 7], [7, 7], [3, 3], [5, 2], [2, 9], [1, 2], [1, 9]]","[8, 2, 6, 7, 1, 4, 8, 3, 8, 3]","[1, 1, 0, 1, 0, 1, 1, 1, 1, 0]",10,10,10,20,3,"[[1, 2], [5, 2], [7, 5]]","[8, 8, 8]","[1, 1, 1]",24,True,,84.0,,,,8890.0,6641.0,15534.0
3634-f49a8465-a1ca-4e0b-aee8-8c05641418a7,0351-abd8415e-0f2a-43b2-9332-d6f66b025a62,9,trial_82,environment_counterfactual,pessimist,"[1, 1]","[[2, 7], [4, 8], [3, 6], [1, 8], [5, 4], [1, 3], [9, 7], [8, 2], [8, 4], [7, 3]]","[1, 2, 6, 7, 7, 5, 8, 7, 3, 8]","[1, 0, 1, 1, 1, 0, 0, 0, 0, 1]",10,10,10,20,3,"[[1, 3], [5, 4], [7, 3]]","[5, 7, 8]","[0, 1, 1]",20,True,,100.0,,,,8742.0,6623.0,15366.0
1247-633e4543-c620-4e9a-9ddb-66514c7447ef,0351-abd8415e-0f2a-43b2-9332-d6f66b025a62,10,trial_528,environment_counterfactual,pessimist,"[1, 1]","[[5, 4], [6, 3], [8, 2], [10, 6], [8, 1], [7, 10], [7, 3], [10, 4], [6, 10], [4, 7]]","[7, 5, 4, 6, 8, 7, 9, 4, 6, 4]","[1, 1, 0, 1, 0, 1, 1, 1, 0, 0]",10,10,10,20,3,"[[5, 4], [6, 3], [7, 3]]","[7, 5, 9]","[1, 1, 1]",21,True,,77.0,,,,8725.0,6126.0,14852.0
3446-1399792c-37dc-431f-b340-284b238d6dd5,0351-abd8415e-0f2a-43b2-9332-d6f66b025a62,11,trial_374,environment_counterfactual,optimist,"[1, 1]","[[8, 2], [3, 5], [1, 5], [9, 9], [5, 6], [5, 3], [10, 8], [6, 4], [8, 3], [4, 10]]","[3, 8, 4, 4, 2, 3, 3, 4, 6, 3]","[0, 1, 1, 1, 1, 0, 0, 1, 0, 1]",10,10,10,20,3,"[[5, 3], [8, 3], [8, 2]]","[3, 6, 3]","[0, 0, 0]",12,False,,34.0,,,,8724.0,8934.0,17659.0
1840-e684e2b6-ff85-4828-82c9-ea7b673d950e,0351-abd8415e-0f2a-43b2-9332-d6f66b025a62,12,trial_269,environment_counterfactual,pessimist,"[1, 1]","[[3, 4], [2, 5], [9, 1], [3, 9], [10, 9], [5, 1], [5, 10], [3, 7], [5, 4], [6, 7]]","[4, 7, 2, 8, 4, 6, 9, 7, 3, 3]","[1, 0, 0, 1, 1, 0, 0, 1, 1, 1]",10,10,10,20,3,"[[3, 4], [3, 7], [3, 9]]","[4, 7, 8]","[1, 1, 1]",19,False,,23.0,,,,8736.0,12786.0,21529.0
4732-85581a55-5ceb-47bb-adef-4e9b2775cba0,0351-abd8415e-0f2a-43b2-9332-d6f66b025a62,13,trial_962,environment_counterfactual,pessimist,"[1, 1]","[[6, 6], [3, 7], [10, 6], [4, 2], [9, 6], [7, 9], [5, 8], [1, 3], [4, 8], [2, 3]]","[3, 8, 3, 7, 2, 8, 6, 6, 2, 7]","[1, 1, 1, 1, 1, 1, 1, 0, 1, 0]",10,10,10,20,2,"[[4, 2], [3, 7]]","[7, 8]","[1, 1]",15,False,,39.0,,,,8349.0,7915.0,16265.0
3455-dae069fc-3b4a-46ce-8ed5-a78af4eb7e27,0351-abd8415e-0f2a-43b2-9332-d6f66b025a62,14,trial_13_v2,environment_counterfactual,optimist,"[10, 10]","[[7, 5], [5, 3], [4, 3], [9, 10], [1, 9], [1, 10], [6, 4], [1, 6], [1, 3], [5, 9]]","[4, 1, 1, 7, 7, 9, 3, 8, 9, 5]","[1, 1, 0, 0, 1, 0, 1, 1, 1, 1]",10,10,10,20,3,"[[9, 10], [1, 10], [1, 9]]","[7, 9, 7]","[0, 0, 1]",23,True,,69.0,,,,8725.0,5525.0,14255.0
8184-83b398d0-5203-4ed8-980a-77285202cc22,0351-abd8415e-0f2a-43b2-9332-d6f66b025a62,15,trial_825,environment_counterfactual,optimist,"[10, 10]","[[10, 4], [3, 1], [10, 7], [3, 5], [7, 4], [1, 6], [1, 10], [5, 4], [2, 10], [6, 7]]","[5, 8, 7, 7, 4, 2, 7, 8, 8, 3]","[0, 1, 1, 1, 1, 0, 0, 1, 1, 1]",10,10,10,20,3,"[[10, 7], [10, 4], [7, 4]]","[7, 5, 4]","[1, 0, 1]",16,False,,77.0,,,,8302.0,13372.0,21677.0
9857-ee6c8e7c-cd3f-4284-b61e-0cd5dede0557,0351-abd8415e-0f2a-43b2-9332-d6f66b025a62,16,trial_556,environment_counterfactual,pessimist,"[1, 1]","[[5, 9], [8, 6], [4, 8], [9, 8], [10, 2], [7, 8], [3, 5], [4, 1], [2, 8], [7, 1]]","[6, 3, 3, 5, 5, 2, 4, 2, 6, 2]","[1, 1, 1, 1, 0, 0, 1, 0, 1, 0]",10,10,10,20,2,"[[3, 5], [2, 8]]","[4, 6]","[1, 1]",10,False,,80.0,,,,8348.0,10167.0,18516.0
8551-3707b5e3-ee12-453d-986f-6d6ec9e086b6,0351-abd8415e-0f2a-43b2-9332-d6f66b025a62,17,trial_955,environment_counterfactual,pessimist,"[10, 10]","[[2, 2], [4, 8], [10, 5], [2, 8], [7, 9], [1, 5], [4, 10], [2, 6], [7, 2], [3, 8]]","[1, 1, 7, 8, 1, 4, 5, 4, 5, 6]","[1, 1, 1, 1, 0, 1, 1, 1, 0, 1]",10,10,10,20,4,"[[4, 10], [4, 8], [3, 8], [2, 8]]","[5, 1, 6, 8]","[1, 1, 1, 1]",20,True,,100.0,,,,9642.0,7302.0,16946.0
8251-0d854b07-7c71-4180-bcdb-43e3f4e17229,0351-abd8415e-0f2a-43b2-9332-d6f66b025a62,18,trial_553,environment_counterfactual,optimist,"[10, 10]","[[3, 8], [4, 10], [3, 1], [9, 3], [6, 4], [5, 7], [8, 8], [10, 9], [6, 9], [4, 4]]","[7, 4, 6, 6, 1, 6, 8, 8, 5, 9]","[1, 0, 1, 0, 1, 1, 1, 1, 0, 1]",10,10,10,20,4,"[[10, 9], [8, 8], [6, 9], [4, 10]]","[8, 8, 5, 4]","[1, 1, 0, 0]",25,True,,83.0,,,,9136.0,7574.0,16712.0
4484-70ce1fcc-530c-4ce4-a206-3efdb6cee924,0351-abd8415e-0f2a-43b2-9332-d6f66b025a62,19,trial_406,environment_counterfactual,pessimist,"[1, 1]","[[4, 1], [2, 10], [2, 1], [5, 8], [8, 8], [10, 5], [1, 9], [1, 6], [6, 10], [5, 10]]","[2, 5, 1, 1, 1, 4, 8, 5, 6, 8]","[0, 1, 0, 0, 1, 1, 1, 1, 0, 0]",10,10,10,20,3,"[[1, 6], [1, 9], [2, 10]]","[5, 8, 5]","[1, 1, 1]",18,False,,32.0,,,,8752.0,6167.0,14920.0
6697-5e66f646-177b-4424-ae5c-d51d517f14a7,0423-3bd92222-c74f-4602-859b-0997775c4586,0,trial_453,environment_causal,optimist,"[1, 1]","[[3, 6], [1, 7], [1, 2], [9, 4], [6, 5], [6, 6], [2, 3], [10, 1], [5, 7], [10, 6]]","[8, 6, 3, 7, 9, 3, 4, 7, 8, 8]","[1, 0, 1, 1, 1, 0, 0, 0, 1, 1]",10,10,10,20,4,"[[1, 2], [2, 3], [6, 5], [6, 6]]","[3, 4, 9, 3]","[1, 0, 1, 0]",19,False,,,,1.0,,9127.0,14528.0,23657.0
9556-f48482b4-0609-422c-8e7f-fa059e836cd9,0423-3bd92222-c74f-4602-859b-0997775c4586,1,trial_740,environment_causal,pessimist,"[1, 1]","[[7, 5], [7, 1], [3, 5], [8, 7], [7, 7], [3, 3], [5, 2], [2, 9], [1, 2], [1, 9]]","[8, 2, 6, 7, 1, 4, 8, 3, 8, 3]","[1, 1, 0, 1, 0, 1, 1, 1, 1, 0]",10,10,10,20,3,"[[1, 2], [5, 2], [7, 5]]","[8, 8, 8]","[1, 1, 1]",24,True,,,,100.0,,8749.0,42134.0,50883.0
3899-fd0668e5-7a0b-4c03-a2fd-ff8c2e48970e,0423-3bd92222-c74f-4602-859b-0997775c4586,2,trial_629,environment_causal,optimist,"[1, 1]","[[6, 9], [3, 8], [2, 4], [1, 6], [10, 3], [9, 1], [4, 8], [5, 2], [7, 2], [6, 1]]","[7, 9, 3, 5, 5, 7, 6, 9, 4, 7]","[1, 0, 1, 1, 1, 1, 0, 0, 1, 0]",10,10,10,20,3,"[[5, 2], [6, 1], [9, 1]]","[9, 7, 7]","[0, 0, 1]",23,True,,,,76.0,,8747.0,15604.0,24353.0
5715-299185c5-32f4-4ff8-9db1-507292045aa8,0423-3bd92222-c74f-4602-859b-0997775c4586,3,trial_920,environment_causal,optimist,"[1, 1]","[[1, 5], [2, 3], [9, 9], [3, 7], [5, 6], [9, 3], [9, 10], [2, 10], [10, 9], [1, 9]]","[5, 7, 4, 6, 3, 2, 9, 8, 2, 7]","[1, 1, 1, 1, 1, 1, 1, 0, 0, 1]",10,10,10,20,3,"[[1, 5], [1, 9], [2, 10]]","[5, 7, 8]","[1, 1, 0]",20,True,,,,59.0,,8855.0,8265.0,17123.0
5960-6e6761c0-94e6-4cc3-8099-3cc23de18c1d,0423-3bd92222-c74f-4602-859b-0997775c4586,4,trial_863,environment_causal,optimist,"[1, 1]","[[4, 8], [2, 6], [9, 7], [10, 2], [3, 10], [6, 7], [6, 5], [7, 5], [3, 6], [5, 2]]","[6, 8, 1, 7, 2, 9, 1, 8, 1, 7]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 0]",10,10,10,20,3,"[[5, 2], [6, 5], [7, 5]]","[7, 1, 8]","[0, 1, 1]",16,False,,,,82.0,,8741.0,20071.0,28814.0
7330-7d6724d7-7889-4e42-a756-cedc2d9918bc,0423-3bd92222-c74f-4602-859b-0997775c4586,5,trial_955,environment_causal,pessimist,"[10, 10]","[[2, 2], [4, 8], [10, 5], [2, 8], [7, 9], [1, 5], [4, 10], [2, 6], [7, 2], [3, 8]]","[1, 1, 7, 8, 1, 4, 5, 4, 5, 6]","[1, 1, 1, 1, 0, 1, 1, 1, 0, 1]",10,10,10,20,4,"[[4, 10], [4, 8], [3, 8], [2, 8]]","[5, 1, 6, 8]","[1, 1, 1, 1]",20,True,,,,99.0,,9133.0,8020.0,17155.0
4940-2308f605-b4d2-43da-8950-5b00d88ccb46,0423-3bd92222-c74f-4602-859b-0997775c4586,6,trial_553,environment_causal,optimist,"[10, 10]","[[3, 8], [4, 10], [3, 1], [9, 3], [6, 4], [5, 7], [8, 8], [10, 9], [6, 9], [4, 4]]","[7, 4, 6, 6, 1, 6, 8, 8, 5, 9]","[1, 0, 1, 0, 1, 1, 1, 1, 0, 1]",10,10,10,20,4,"[[10, 9], [8, 8], [6, 9], [4, 10]]","[8, 8, 5, 4]","[1, 1, 0, 0]",25,True,,,,97.0,,9207.0,6010.0,15220.0
5043-9e681297-05f8-4fc0-8c53-6fd2c3a84304,0423-3bd92222-c74f-4602-859b-0997775c4586,7,trial_318,environment_causal,optimist,"[10, 10]","[[1, 9], [9, 10], [3, 10], [9, 2], [2, 2], [8, 9], [2, 6], [9, 1], [3, 3], [6, 3]]","[9, 8, 4, 9, 6, 2, 8, 1, 4, 7]","[1, 1, 1, 1, 1, 0, 1, 1, 1, 1]",10,10,10,20,3,"[[9, 10], [8, 9], [1, 9]]","[8, 2, 9]","[1, 0, 1]",19,False,,,,50.0,,8751.0,26118.0,34871.0
7245-de3624c8-566d-42c9-9216-83cb5b43380c,0423-3bd92222-c74f-4602-859b-0997775c4586,8,trial_374,environment_causal,optimist,"[1, 1]","[[8, 2], [3, 5], [1, 5], [9, 9], [5, 6], [5, 3], [10, 8], [6, 4], [8, 3], [4, 10]]","[3, 8, 4, 4, 2, 3, 3, 4, 6, 3]","[0, 1, 1, 1, 1, 0, 0, 1, 0, 1]",10,10,10,20,3,"[[5, 3], [8, 3], [8, 2]]","[3, 6, 3]","[0, 0, 0]",12,False,,,,0.0,,8729.0,6132.0,14862.0
4644-5ee5b0f2-eb2f-471c-8f0b-a73b0f2e01a2,0423-3bd92222-c74f-4602-859b-0997775c4586,9,trial_859,environment_causal,pessimist,"[1, 1]","[[9, 5], [8, 1], [1, 2], [2, 8], [2, 7], [6, 10], [8, 5], [5, 7], [10, 9], [6, 8]]","[4, 5, 6, 8, 1, 1, 4, 7, 9, 6]","[1, 1, 1, 1, 1, 0, 1, 1, 0, 1]",10,10,10,20,3,"[[1, 2], [2, 7], [2, 8]]","[6, 1, 8]","[1, 1, 1]",15,False,,,,100.0,,7831.0,9447.0,17279.0
9967-3004b9fc-d3ba-43be-8054-753eabdf29a4,0423-3bd92222-c74f-4602-859b-0997775c4586,10,trial_406,environment_causal,pessimist,"[1, 1]","[[4, 1], [2, 10], [2, 1], [5, 8], [8, 8], [10, 5], [1, 9], [1, 6], [6, 10], [5, 10]]","[2, 5, 1, 1, 1, 4, 8, 5, 6, 8]","[0, 1, 0, 0, 1, 1, 1, 1, 0, 0]",10,10,10,20,3,"[[1, 6], [1, 9], [2, 10]]","[5, 8, 5]","[1, 1, 1]",18,False,,,,82.0,,8713.0,10401.0,19116.0
2572-2343be87-e61f-40f2-b400-e4d163b3b537,0423-3bd92222-c74f-4602-859b-0997775c4586,11,trial_269,environment_causal,pessimist,"[1, 1]","[[3, 4], [2, 5], [9, 1], [3, 9], [10, 9], [5, 1], [5, 10], [3, 7], [5, 4], [6, 7]]","[4, 7, 2, 8, 4, 6, 9, 7, 3, 3]","[1, 0, 0, 1, 1, 0, 0, 1, 1, 1]",10,10,10,20,3,"[[3, 4], [3, 7], [3, 9]]","[4, 7, 8]","[1, 1, 1]",19,False,,,,54.0,,8719.0,9553.0,18273.0
8789-f385a56f-d91f-478b-8a15-f41eb7a2f78b,0423-3bd92222-c74f-4602-859b-0997775c4586,12,trial_962,environment_causal,pessimist,"[1, 1]","[[6, 6], [3, 7], [10, 6], [4, 2], [9, 6], [7, 9], [5, 8], [1, 3], [4, 8], [2, 3]]","[3, 8, 3, 7, 2, 8, 6, 6, 2, 7]","[1, 1, 1, 1, 1, 1, 1, 0, 1, 0]",10,10,10,20,2,"[[4, 2], [3, 7]]","[7, 8]","[1, 1]",15,False,,,,0.0,,8353.0,7454.0,15813.0
